Manager ID,Manager Name
587,MIV INVESTMENT SERVICES PVT. LTD.
588,MOAT FINANCIAL SERVICES PRIVATE LIMITED
589,Moat Financial Services Private Limited
590,MODERN SHARES AND STOCK BROKERS LTD
591,Molecule Ventures LLP
592,Monarch Networth Capital Limited
593,MONEYBEE SECURITIES PRIVATE LIMITED
594,MONEYBEE SECURITIES PRIVATE LIMITED
595,MONEYCARE FINANZ PVT.LTD
596,MONEYCARE SECURITIES & FINANCIAL SERVICE LTD
597,MONEYCARE SECURITIES AND FINANCIAL SERVICES LTD
598,Moneylife Advisory Services Pvt Ltd
599,MOPE INVESTMENT ADVISORS PRIVATE LIMITED
600,MOPE Investment Advisors Private Limited
601,MORGAN STANLEY INDIA FINANCIAL SERVICES PRIVATE LIMITED
602,MORNINGSTAR INVESTMENT ADVISER INDIA PRIVATE LIMITED
603,MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED
604,MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED
605,Motilal Oswal Capital Limited
606,Motilal Oswal Financial Services Limited
607,MOTILAL OSWAL WEALTH MANAGEMENT LIMITED
608,Motilal Oswal Wealth Management Limited
609,MRG INVESTMENT PARTNERS PRIVATE LIMITED
610,Mukesh Babu Financial Services Ltd.
611,MULTI-ACT EQUITY CONSULTANCY PVT LTD
612,Multi-Act Equity Consultancy Pvt Ltd
613,MUNOTH FINANCIAL SERVICES LTD
614,MUNOTH FINANCIAL SERVICES LTD
615,Muthoot Securities Limited
616,NALANDA SECURITIES PVT. LTD.
617,NARNOLIA FINANCIAL ADVISORS LTD
618,Narnolia Securities Ltd.
619,NARNOLIA VELOX ADVISORY LIMITED
620,NEGEN CAPITAL SERVICES PRIVATE LIMITED
621,Negen Capital Services Private Limited
622,Neminath Portfolio Management Services Private Limited
623,Networth Finance Ltd
624,NETWORTH STOCK BROKING LTD
625,NEW BERRY CAPITALS PVT. LTD.
626,New Berry Capitals Pvt. Ltd.
627,NEW HORIZON WEALTH MANAGEMENT PRIVATE LIMITED
628,NEW HORIZON WEALTH MANAGEMENT PRIVATE LIMITED
629,NEW MARK ADVISORS LLP
630,NINE RIVERS CAPITAL HOLDINGS PRIVATE LIMITED
631,Nine Rivers Capital Holdings Private Limited
632,Nippon Life India Asset Management Limited
633,NIPRA FINANCIAL SERVICES PRIVATE LIMITED
634,NIPUN INVESTMENTS MANAGERS PVT LIMITED
635,NIRMAL BANG SECURITIES PRIVATE LIMITED
636,NIRMAL BANG SECURITIES PRIVATE LIMITED
637,NJ ASSET MANAGEMENT PRIVATE LIMITED
638,NJ ASSET MANAGEMENT PRIVATE LIMITED
639,NNM Securities Private Limited
640,Northern Arc Investment Managers Private Limited
641,Novastar Fund Advisors Private Limited
642,NUCLEUS SECURITIES LTD
643,O3 SECURITIES PRIVATE LIMITED
644,O3 Securities Private Limited
645,OAKLANE CAPITAL MANAGEMENT LLP
646,OCEAN DIAL ASSET MANAGEMENT INDIA PRIVATE LIMITED
647,OHM PORTFOLIO EQUI RESEARCH PVT LTD.
648,OHM PORTFOLIO EQUI RESEARCH PVT LTD.
649,OLD BRIDGE CAPITAL MANAGEMENT PVT. LTD.
650,Old Bridge Capital Management Pvt. Ltd.
651,ONE THIRTY CAPITAL PRIVATE LIMITED
652,Onelife Capital Advisors Pvt Ltd.
653,ORBIS FINANCIAL SERVICES PVT. LTD.
654,ORO ASSET MANAGEMENT PRIVATE LIMITED
655,Oxford International Finance (I) Ltd.
656,OXUS INVESTMENTS PVT LTD
657,P N VIJAY FINANCIAL SERVICES PVT LTD
658,P.C.S SECURITIES LIMITED
659,P.C.S SECURITIES LIMITED
660,PACE FINANCIAL INVESTMENT ADVISER PRIVATE LIMITED
661,PACE STOCK BROKING SERVICES PVT LTD
662,PADMAKSHI FINANCIAL SERVICES LIMITED
663,Padmakshi Financial Services Pvt Ltd
664,PALSMITH INVESTMENT ADVISORY SERVICES PV
665,Pantomath Fund Managers Private Limited
666,PARAG PARIKH FINANCIAL ADVISORY SERVICE
667,PARAG PARIKH FINANCIAL ADVISORY SERVICES
668,PARAG PARIKH FINANCIAL ADVISORY SERVICES LIMITED
669,PARSOLI CAPITAL & FINANCE LTD
670,PATCO INVESTMENTS AND CONSULTANCY SERVICES LTD
671,Paterson Securities Limited
672,PATERSON SECURITIES PRIVATE LTD
673,PATERSON SECURITIES PRIVATE LTD
674,PEERLESS SECURITIES LIMITED
675,Pelican Holdings Private Limited
676,PENBROOK INVESTMENT MANAGER LLP
677,PENINSULAR CAPITAL MARKET LTD.
678,PGIM India Asset Management Private Limited
679,PHILLIPCAPITAL (INDIA) PRIVATE LIMITED
680,PhillipCapital (India) Private Limited
681,Photon Capital Advisors Ltd.
682,Pioneer Client Associates Private Limited
683,PIONEER INTERMEDIARIES PVT. LTD.
684,PIONEER INVESTCORP LIMITED
685,PIONEER INVESTCORP LIMITED
686,PIONEER WEALTH MANAGEMENT SERVICES LIMITED
687,Pioneer Wealth Management Services Limited
688,Pipal Capital Management Pvt. Ltd.
689,Piper Serica Advisors Private Limited
690,Piramal Financial Services Limited
691,Piramal Fund Management Private Limited
692,Piramal Fund Management Private Limited
693,PL Fund Advisors Pvt Ltd
694,Platinum Finance Limited
695,PNB Gilts Ltd.
696,PNR Capital Services Ltd
697,Popular Stock And Share Ser Ltd
698,PRABHUDAS LILLADHER PRIVATE LTD
699,PRABHUDAS LILLADHER PVT. LTD.
700,PRABHUDAS LILLADHER PVT. LTD.
701,PRABODH ARTHA SANCHAY PVT LTD
702,PRAKALA WEALTH MANAGEMENT PRIVATE LIMITED
703,Pressman Ltd.
704,PRIME BROKING COMPANY (INDIA) LTD.
705,Primus Investment Advisors Private Limited
706,PRINCIPAL ASSET MANAGEMENT PVT LTD
707,PRINCIPAL ASSET MANAGEMENT PVT LTD
708,PRITHVI FINMART PRIVATE LIMITED
709,Prithvi Finmart Private Limited
710,Profusion Investment Advisors LLP
711,PropShare Capital Advisors Private Limited
712,Prosperity Wealth Management Private Limited
713,PRP Professional Edge Associates Pvt Ltd.
714,Prudential Capital Markets Ltd.
715,PSSG CAPITAL MANAGEMENT PRIVATE LIMITED
716,PUG SECURITIES PVT LTD
717,PUNEET ADVISORY SERVICES PVT. LTD.
718,Puneet Advisory Services Pvt. Ltd.
719,Purnartha Investment Advisers Pvt.Ltd.
720,QED CAPITAL ADVISORS LLP
721,QED CAPITAL ADVISORS LLP
722,QRC INVESTMENT ADVISORS LLP
723,Quant Capital Advisors Private Limited
724,QUANT PORTFOLIO MANAGERS PRIVATE LIMITED
725,QUANT PORTFOLIO MANAGERS PRIVATE LIMITED
726,QUANTUM ADVISORS PVT.LTD.
727,QUANTUM ADVISORS PVT.LTD.
728,QUANTUM SECURITIES PVT LTD
729,QUANTUM SECURITIES PVT.LTD
730,QUEST INVESTMENT ADVISORS PVT. LTD.
731,QUEST INVESTMENT ADVISORS PVT. LTD.
732,R. K. STOCKHOLDING PVT. LTD.
733,R. WADIWALA SECURITIES PRIVATE LIMITED
734,R. WADIWALA SECURITIES PRIVATE LIMITED
735,RADAR SEC LTD
736,RAJAN EQUITY ADVISORY PRIVATE LIMITED
737,RAJNISH GARG INVESTMENT ADVISORS LLP
738,Ratnabali Capital Markets Limited
739,RELIANCE CAPITAL ASSET MANAGEMENT LTD
740,RELIANCE WEALTH MANAGEMENT LIMITED
741,RELIANCE WEALTH MANAGEMENT LIMITED
742,Relic Finance Ltd.
743,Religare Invesco Asset Management Company Pvt Ltd.
744,Religare Portfolio Managers and Advisors Private Limited
745,RENAISSANCE INVESTMENT MANAGERS PRIVATE LIMITED
746,Renaissance Investment Managers Private Limited
747,REVELATION PORTFOLIO MANAGEMENT PVT. LTD.
748,REVELATION PORTFOLIO MANAGEMENT PVT. LTD.
749,RGAM CORPORATION PVT LTD
750,RIGHT HORIZONS PORTFOLIO MANAGEMENT PRIVATE LIMITED
751,Right Horizons Portfolio Management Private Limited
752,RISHABH STOCK BROKING SERVICES P. LTD.
753,ROHA ASSET MANAGERS LLP
754,ROULAC INDIA INVESTMENT ADVISORY PRIVATE LIMITED
755,ROWAN CAPITAL ADVISORS LLP
756,SAFFRON GLOBAL MARKETS PRIVATE LIMITED
757,SAGEONE INVESTMENT ADVISORS LLP
758,Sageone Investment Advisors LLP
759,Sahara Asset Management Co. Pvt. Ltd
760,SAI SOFT SECURITIES LTD
761,SALORA FINANCE LTD
762,SAMEEKSHA CAPITAL PRIVATE LIMITED
763,Sameeksha Capital Private Limited
764,SAMVITTI CAPITAL PRIVATE LIMITED
765,SAMVITTI CAPITAL PRIVATE LIMITED
766,SANCTUM WEALTH MANAGEMENT PRIVATE LIMITED
767,SANCTUM WEALTH MANAGEMENT PRIVATE LIMITED
768,SATCO CAPITAL MARKETS LTD
769,SATCO CAPITAL MARKETS LTD
770,SATCO SECURITIES & FINANCIAL SERVICES LTD.
771,SAVVY CAPITAL ADVISORS LLP
772,SAVVY CAPITAL ADVISORS LLP
773,SBI CAPITAL MARKETS LIMITED
774,SBI FUNDS MANAGEMENT PVT LTD
775,SBI FUNDS MANAGEMENT PVT LTD
776,SBICAP SECURITIES LIMITED
777,SBICAP Securities Limited
778,SBICAP SECURITIES LIMITED
779,Scient Capital Private Limited
780,Scient Capital Private Limited
781,SECURITIES INVESTMENT MANAGEMENT PRIVATE LIMITED
782,SECURITIES INVESTMENT MANAGEMENT PRIVATE LIMITED
783,SECURITIES TRADING CORPORATION OF INDIA
784,SEERS FUND MANAGEMENT PRIVATE LIMITED
785,SEERS FUND MANAGEMENT PRIVATE LIMITED
786,SELECT SECURITIES LIMITED
787,SERAPHIC MANAGEMENT & ADVISORY PRIVATE LIMITED
788,Seraphic Management & Advisory Private Limited
789,SETHI FUNDS MANAGEMENT PVT. LTD
790,SFG Capital Advisors LLP
791,SG WEALTH MANAGEMENT SOLUTIONS PRIVATE LIMITED
792,SHADE CAPITAL PRIVATE LIMITED
793,SHADE CAPITAL PRIVATE LIMITED
794,SHADE CAPITAL PRIVATE LIMITED
795,Shah Investor's Home Ltd
796,SHARE INDIA SECURITIES LIMITED
797,SHAREKHAN LIMITED
798,Sharekhan Limited
799,Sharyans Wealth Management Pvt. Ltd.
800,SHCIL Services Ltd
801,SHEPHERDS HILL FINANCIAL ADVISORS LLP
802,Shepherds Hill Financial Advisors LLP
803,SHESHANKA FINANCIAL SERVICES PVT LTD
804,SHINSEI ASSET MANAGEMENT (INDIA) PRIVATE LIMITED
805,SHREYAS STOCKS PRIVATE LTD
806,SHRI PARASRAM HOLDING PRIVATE LIMITED
807,SHRIRAM INSIGHT SHARE BROKERS LIMITED
808,Shriram Investment Services Ltd.
809,SHROFF SECURITIES PRIVATE LIMITED
810,SHROFF SECURITIES PRIVATE LIMITED
811,SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED
812,SIRIUS ADVISORS PRIVATE LIMITED
813,Sirius Advisors Private Limited
814,SIVAN SECURITIES PVT LTD
815,SIXTH SENSE VENTURE ADVISORS LLP
816,SKI Capital Services Ltd.
817,SKP SECURITIES LIMITED
818,SKP Securities Ltd.
819,SKS Capital & Research Pvt. Ltd.
820,SmartOwner Services India Pvt. Ltd.
821,SMC Global Securities Limited
822,SMC INVESTMENTS AND ADVISORS LIMITED
823,SMC Wealth Management Services Limited
824,SMS FINANCIAL SERVICES PVT. LTD.
825,SOCIETE GENERALE
826,SOLDIERS FIELD INVESTMENTS PRIVATE LIMITED
827,SOLIDARITY ADVISORS PRIVATE LIMITED
828,Solidarity Advisors Private Limited
829,SOMAYAJULU & CO LTD
830,SPA CAPITAL ADVISORS LIMITED
831,SPA CAPITAL ADVISORS LIMITED
832,SPA SECURITIES LIMITED
833,SPAN CAPLEASE PVT. LTD.
834,SPARK CAPITAL ADVISORS (I) PVT LTD
835,Spark Fund Managers Private Limited
836,SPFL SECURITIES LTD.
837,SRF Finance Ltd.
838,STALLION ASSET PRIVATE LIMITED
839,STAMPEDE CAPITAL LIMITED
840,STANDARD CHARTERED - STCI CAPITAL MARKETS LTD
841,STANDARD CHARTERED ASSET MGT COMPANY PVT
842,STANDARD CHARTERED BANK
843,STANDARD CHARTERED SECURITIES (INDIA) LIMITED
844,STANDARD CHARTERED SECURITIES (INDIA) LIMITED
845,STAR FINVEST PVT. LTD.
846,STATE BANK OF INDIA
847,State Bank of Travancore
848,STCI PRIMARY DEALER LIMITED
849,Sterling Holiday Financial Services Ltd.
850,STERLING SECURITIES LTD
851,STEWART & MACKERTICH WEALTH MANAGEMENT LIMITED
852,Stewart & Mackertich Wealth Management Limited
853,STRATEGIC PORTFOLIO ADVISORY CO PVT LTD
854,Strugence Capital Advisors LLP
855,SUGAL & DAMANI SHARE BROKERS LTD.
856,SUMEDHA FISCAL SERVICES LIMITED
857,SUMPOORNA PORTFOLIO LIMITED
858,Sun & Hills Financial Services Pvt. Ltd.
859,Sundaram Alternate Assets Limited
860,SUNDARAM ASSET MANAGEMENT COMPANY LTD.
861,Sunidhi Securities & Finance Limited
862,Supremus Capital Advisors LLP
863,SUREFIN FINANCIAL CONSULTANTS PVT. LTD
864,SUREFIN FINANCIAL CONSULTANTS PVT. LTD
865,Suresh Rathi Securities Private Limited
866,SUSHANT CAPITALS LTD
867,SUSHIL FINANCE CONSULTANTS LTD.
868,SW1 Advisory Private Limited
869,Swastika Investmart Ltd
870,SYKES & RAY EQUITIES (I) LTD.
871,SYKES & RAY EQUITIES INDIA LIMITED
872,Syndicate Bank
873,SYNERGY CREDIT CORPORATION LTD
874,SYSTEMATIX SHARES AND STOCKS (INDIA) LIMITED
875,SYSTEMATIX SHARES AND STOCKS (INDIA) LIMITED
876,T.RAM FINANCIAL SERVICES PRIVATE LIMITED
877,TAIB CAPITAL CORPORATION
878,TAMOHARA INVESTMENT MANAGERS PRIVATE LIMITED
879,TAMOHARA INVESTMENT MANAGERS PRIVATE LIMITED
880,TATA ASSET MANAGEMENT LIMITED
881,TATA ASSET MANAGEMENT LIMITED
882,TATA CAPITAL LTD.
883,Tata Securities Ltd.
884,TAURUS ASSET MANAGEMENT CO. LTD.
885,TAURUS TREASURY MANAGEMENT SERVICES PRIVATE LIMITED
886,Taurus Treasury Management Services Private Limited
887,TCG ADVISORY SERVICES PRIVATE LIMITED
888,TCG Advisory Services Private Limited
889,TCG Advisory Services Private Limited
890,TECHNO SHARES AND SECURITIES LTD
891,THAUMATURGY CAPITAL SERVICES PRIVATE LIMITED
892,THAUMATURGY CAPITAL SERVICES PRIVATE LIMITED
893,THE HONGKONG AND SHANGHAI BANKING CORPOR
894,THE HONGKONG AND SHANGHAI BANKING CORPOR
895,The United Western Bank Ltd.
896,The Vysya Bank Limited
897,THIRANI SECURITIES PVT.LTD.
898,Times Guaranty Financials Ltd
899,TIPSONS CONSULTANCY SERVICES PRIVATE LIMITED
900,Tipsons Consultancy Services Private Limited
901,Tradebulls Securities Private Limited
902,TRANS INDIA CAPITAL MGT. & RESEARCH SER
903,TRICOLOR ADVISORY SERVICES PRIVATE LIMITED
904,TRIUMPH INTERNATIONAL FINANCE INDIA LTD.
905,TRIVANTAGE CAPITAL MANAGMENT INDIA PRIVATE LIMITED
906,TRIVANTAGE CAPITAL MANAGMENT INDIA PRIVATE LIMITED
907,TRUST INVESTMENT ADVISORS PVT. LTD.
908,TRUST INVESTMENT ADVISORS PVT. LTD.
909,TRUSTLINE HOLDING PVT. LTD.
910,TRUSTLINE HOLDING PVT. LTD.
911,TRUSTLINE SECURITIES LIMITED
912,TRUSTLINE SECURITIES LIMITED
913,TULSIAN PMS PRIVATE LIMITED
914,TURTLE WEALTH MANAGEMENT PVT. LTD.
915,TVS CAPITAL FUNDS LIMITED
916,TVS Capital Funds Limited
917,Twin Earth Securities Private Limited
918,UI Wealth Advisors Limited
919,ULJK FINANCIAL SERVICES PVT. LTD.
920,UNICON SECURITIES PRIVATE LIMITED
921,UNIFI CAPITAL PRIVATE LIMITED
922,UNIFI CAPITAL PRIVATE LIMITED
923,UNIQUE ASSET MANAGEMENT LLP
924,UNIT TRUST OF INDIA INVESTMENT ADVISORY
925,UNITED CREDIT FINANCIAL SER.LTD
926,United Credit Ltd
927,UTI ASSET MANAGEMENT COMPANY PVT LTD
928,UTI ASSET MANAGEMENT COMPANY PVT LTD
929,UTI Securities Exchange Ltd
930,V. P. Consultants Private Limited
931,Val-Q Investment Advisory Private Limited
932,Val-Q Investment Advisory Private Limited
933,Valcreate Investment Managers LLP
934,VALENTIS ADVISORS PRIVATE LIMITED
935,VALENTIS ADVISORS PRIVATE LIMITED
936,Vallum Capital Advisors Private Limited
937,Value Prolific Investments & Consulting Private Limited
938,Value Prolific Investments and Consulting Private Limited
939,ValueQuest Capital LLP
940,VALUEQUEST INVESTMENT ADVISORS PVT. LTD.
941,VALUEQUEST INVESTMENT ADVISORS PVT. LTD.
942,VARANIUM CAPITAL ADVISORS PRIVATE LIMITED
943,Varanium Capital Advisors Private Limited
944,Vatsa Corporation Ltd.
945,VCAM INVESTMENT MANAGERS PVT. LTD.
946,VENTURA SECURITIES LIMITED
947,Ventura Securities Limited
948,VITOR FUND MANAGERS LLP
949,Vitor Fund Managers LLP
950,VLS Securities Limited
951,Wadhawan Wealth Managers Private Limited
952,WALL STREET FINANCE LIMITED
953,Wallfort PMS & Advisory Services LLP
954,WAY2WEALTH BROKERS PRIVATE LTD.
955,WAY2WEALTH BROKERS PRIVATE LTD.
956,WEALTH ADVISORS (INDIA) PRIVATE LIMITED
957,WEALTH ADVISORS (INDIA) PRIVATE LIMITED
958,WEALTH FIRST PORTFOLIO MANAGERS LIMITED
959,WEALTH FIRST PORTFOLIO MANAGERS PVT LTD
960,WEALTH MANAGEMENT ADVISORY SERVICES LTD.
961,WEALTH MANAGERS (INDIA) PRIVATE LIMITED
962,Wealth Managers (India) Private Limited
963,WEALTHBRIDGE CAPITAL ADVISORS PRIVATE LIMITED
964,WealthBridge Capital Advisors Private Limited
965,WEGMANS FINANCIAL SERVICES LTD.
966,Weizmann Ltd.
967,WELLWORTH SHARE AND STOCK BROKING LTD
968,White Oak Capital Management Consultants LLP
969,White Stone Financial Advisors Private Limited
970,White Whale Partners LLP
971,WILLOW ADVISORS LLP
972,Wisdom Equities Management Private Limited
973,Wizemarkets Analytics Private Limited
974,Wyridian Advisors LLP
975,YASH MANAGEMENT AND FINANCIAL SERVICES
976,YES BANK Ltd.
977,ZEN WEALTH MANAGEMENT SERVICES LIMITED
978,ZEN WEALTH MANAGEMENT SERVICES LIMITED
979,ZURICH ASSET MANAGEMENT COMPANY (INDIA) PVT LTD
